Position,Track Name,Artist,Streams,URL,Date,Region,Spotify ID
97,Look What You Made Me Do,Taylor Swift,6031,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc,43109,tw,['5troof8mcGO3AafoDbk1gc']
98,Bartier Cardi (feat. 21 Savage),Cardi B,5974,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT,43109,tw,['75FDPwaULRdYDn4StFN2rT']
99,Échame La Culpa,Luis Fonsi,5960,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,43109,tw,['1zsG4eaZmkA1dvjDDsAGLK']
100,I Like Me Better,Lauv,5780,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,43109,tw,['1wjzFQodRWrPcQ0AnYnvQ9']
101,難得幸福,Miu Chu,5769,https://open.spotify.com/track/0E4GglPoULhKzyTim6d1v5,43109,tw,['0E4GglPoULhKzyTim6d1v5']
102,Despacito - Remix,Luis Fonsi,5677,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,43109,tw,['5CtI0qwDJkDQGwXD1H1cLb']
103,I Fall Apart,Post Malone,5329,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,43109,tw,['75ZvA4QfFiZvzhj2xkaWAh']
104,Come Alive,Hugh Jackman,5137,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g,43109,tw,['5xNUR50KxswPRAvx7S163g']
105,Thunder,Imagine Dragons,5120,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,43109,tw,['0tKcYR2II1VCQWT79i5NrW']
106,Heart Shaker,TWICE,5091,https://open.spotify.com/track/6gxF4ibm6S95UUC6vyIiln,43109,tw,['6gxF4ibm6S95UUC6vyIiln']
107,戒斷,A-Mei Chang,5086,https://open.spotify.com/track/5iiVqH8ShIN7S8ufWoMRCr,43109,tw,['5iiVqH8ShIN7S8ufWoMRCr']
108,Tell Me You Love Me,Demi Lovato,4880,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj,43109,tw,['5Htb1uFQ1KrkFXlefS8oGj']
109,Paris in the Rain,Lauv,4852,https://open.spotify.com/track/0RGUIOZtmOXTWOy5EjvQbP,43109,tw,['0RGUIOZtmOXTWOy5EjvQbP']
110,裝醉,A-Mei Chang,4793,https://open.spotify.com/track/7A3xZcmJid8Vzknv3P79Zh,43109,tw,['7A3xZcmJid8Vzknv3P79Zh']
111,Tightrope,Michelle Williams,4787,https://open.spotify.com/track/0GVuLQtPXFaL18ijEOqoAa,43109,tw,['0GVuLQtPXFaL18ijEOqoAa']
112,Real Friends,Camila Cabello,4756,https://open.spotify.com/track/4V6MRo0CEAC9MwAm7dkPuL,43109,tw,['4V6MRo0CEAC9MwAm7dkPuL']
113,拋物線,Tanya Chua,4749,https://open.spotify.com/track/2oZJWtQZ6CLPHHsnUhC3IY,43109,tw,['2oZJWtQZ6CLPHHsnUhC3IY']
114,Codeine Dreaming (feat. Lil Wayne),Kodak Black,4730,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J,43109,tw,['4DTpngLjoHj5gFxEZFeD3J']
115,LOVE. FEAT. ZACARI.,Kendrick Lamar,4635,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,43109,tw,['6PGoSes0D9eUDeeAafB2As']
116,那些你很冒險的夢,JJ Lin,4580,https://open.spotify.com/track/5kZDxLcbqglZ2yYXg4Mkjc,43109,tw,['5kZDxLcbqglZ2yYXg4Mkjc']
117,If You Leave Me Now (feat. Boyz II Men),Charlie Puth,4450,https://open.spotify.com/track/2iLGgm4O5Hia8aSfSzXS3H,43109,tw,['2iLGgm4O5Hia8aSfSzXS3H']
118,We Dont Talk Anymore (feat. Selena Gomez),Charlie Puth,4408,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,43109,tw,['68EMU2RD1ECNeOeJ5qAXCV']
119,Stay With Me,Chanyeol,4400,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K,43109,tw,['1HYzRuWjmS9LXCkdVHi25K']
120,End Game,Taylor Swift,4379,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX,43109,tw,['2x0WlnmfG39ZuDmstl9xfX']
121,Tip Toe (feat. French Montana),Jason Derulo,4275,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6,43109,tw,['2z4pcBLQXF2BXKFvd0BuB6']
122,Photograph,Ed Sheeran,4247,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,43109,tw,['6fxVffaTuwjgEk5h9QyRjy']
123,Paris,The Chainsmokers,4245,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,43109,tw,['72jbDTw1piOOj770jWNeaG']
124,到底,A-Mei Chang,4245,https://open.spotify.com/track/132PHgHGX3zImcI6MkO0Fg,43109,tw,['132PHgHGX3zImcI6MkO0Fg']
125,踮起腳尖愛,洪佩瑜,4227,https://open.spotify.com/track/18sAGLtcv4bRvwUfmfM5o9,43109,tw,['18sAGLtcv4bRvwUfmfM5o9']
126,Faded,Alan Walker,4227,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,43109,tw,['7gHs73wELdeycvS48JfIos']
127,Ric Flair Drip (& Metro Boomin),Offset,4125,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,43109,tw,['7sO5G9EABYOXQKNPNiE9NR']
128,I Don’t Wanna Live Forever (Fifty Shades Darker) - From Fifty Shades Darker (Original Motion Picture Soundtrack),ZAYN,4117,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,43109,tw,['3NdDpSvN911VPGivFlV5d0']
129,Young Dumb & Broke,Khalid,4116,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,43109,tw,['5Z3GHaZ6ec9bsiI5BenrbY']
130,Scared to Be Lonely,Martin Garrix,4085,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,43109,tw,['3ebXMykcMXOcLeJ9xZ17XH']
131,DNA,BTS,4075,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH,43109,tw,['5SE57ljOIUJ1ybL9U6CuBH']
132,永不失聯的愛 [原創概念版],Eric Chou,4041,https://open.spotify.com/track/21NmnwPP8SHKyVtjvubGSs,43109,tw,['21NmnwPP8SHKyVtjvubGSs']
133,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,4038,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6,43109,tw,['7F9vK8hNFMml4GtHsaXui6']
134,啞巴,Will Pan,4023,https://open.spotify.com/track/3ZvofS0vgNaFLRQBVZLODt,43109,tw,['3ZvofS0vgNaFLRQBVZLODt']
135,Candy Paint,Post Malone,3997,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf,43109,tw,['42CeaId2XNlxugDvyqHfDf']
136,A Million Dreams (Reprise),Austyn Johnson,3995,https://open.spotify.com/track/66y7x28jXOPrcmu3D5Zjh6,43109,tw,['66y7x28jXOPrcmu3D5Zjh6']
137,Dreamer,Axwell /\ Ingrosso,3958,https://open.spotify.com/track/0RTzJVkunbGwuRjXDFHnjf,43109,tw,['0RTzJVkunbGwuRjXDFHnjf']
138,風衣,Stefanie Sun,3951,https://open.spotify.com/track/4mfiW3wb3JcbYn99eqgiuN,43109,tw,['4mfiW3wb3JcbYn99eqgiuN']
139,Sober,G-Eazy,3941,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV,43109,tw,['3qk4wRMDlaeagZGjSYbsOV']
140,Never Enough (Reprise),Loren Allred,3924,https://open.spotify.com/track/6f8b6mxNNDJdE5tC4MCTxt,43109,tw,['6f8b6mxNNDJdE5tC4MCTxt']
141,Say You Wont Let Go,James Arthur,3788,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,43109,tw,['5uCax9HTNlzGybIStD3vDh']
142,突然好想你,Mayday,3735,https://open.spotify.com/track/3mTmGzRwgPPqLSi7Smvkxt,43109,tw,['3mTmGzRwgPPqLSi7Smvkxt']
143,No Promises (feat. Demi Lovato),Cheat Codes,3734,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,43109,tw,['1louJpMmzEicAn7lzDalPW']
144,她說,JJ Lin,3726,https://open.spotify.com/track/632VyMrvhsHIsO4zq9khts,43109,tw,['632VyMrvhsHIsO4zq9khts']
145,Stranger Things,Kygo,3719,https://open.spotify.com/track/5gIRPQWULwrvIt0F6pY7ph,43109,tw,['5gIRPQWULwrvIt0F6pY7ph']
146,終於結束的起點,Mayday,3700,https://open.spotify.com/track/0bO3QxEaW3Lk0Wi8DsaGZY,43109,tw,['0bO3QxEaW3Lk0Wi8DsaGZY']
147,The Weekend - Funk Wav Remix,SZA,3687,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,43109,tw,['0P6AWOA4LG1XOctzaVu5tt']
148,Sucker for You,Matt Terry,3680,https://open.spotify.com/track/4vkVvmjIiQibQ6zJnC1Q9z,43109,tw,['4vkVvmjIiQibQ6zJnC1Q9z']
149,Universe,EXO,3648,https://open.spotify.com/track/5ptViFrfoKdGPTdd9oQCwr,43109,tw,['5ptViFrfoKdGPTdd9oQCwr']
150,Theres Nothing Holdin Me Back,Shawn Mendes,3634,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,43109,tw,['79cuOz3SPQTuFrp8WgftAu']
151,Gashina,SUNMI,3630,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST,43109,tw,['0jFHMDRXxKaREor3hBEEST']
152,It Aint Me (with Selena Gomez),Kygo,3613,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,43109,tw,['3eR23VReFzcdmS7TYCrhCe']
153,This Is Me (From The Greatest Showman),Kesha,3605,https://open.spotify.com/track/3lCHADWP8ohxnfBiUqAN3o,43109,tw,['3lCHADWP8ohxnfBiUqAN3o']
154,浪費,LaLa Hsu,3603,https://open.spotify.com/track/3gZ8MaUydTMX27teBh1L22,43109,tw,['3gZ8MaUydTMX27teBh1L22']
155,可惜沒如果,JJ Lin,3593,https://open.spotify.com/track/6WoQzK5Exbfcmow1AoNRkl,43109,tw,['6WoQzK5Exbfcmow1AoNRkl']
156,我以為,Victor Wong,3591,https://open.spotify.com/track/03m5ynXvoV7XkMKQUvtYgy,43109,tw,['03m5ynXvoV7XkMKQUvtYgy']
157,Sensualidad,Bad Bunny,3587,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,43109,tw,['5hcisvFMidkMJlElTO9Qmw']
158,謝謝妳愛我,R-chord,3575,https://open.spotify.com/track/2mjJn3jZaam3Z7qgtKMNrq,43109,tw,['2mjJn3jZaam3Z7qgtKMNrq']
159,Gucci Gang,Lil Pump,3556,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,43109,tw,['43ZyHQITOjhciSUUNPVRHc']
160,The Other,Lauv,3538,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g,43109,tw,['1lntL1cI2UIWlxjL5QiN8g']
161,Corazón,Maluma,3536,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou,43109,tw,['4lESS6vuruP6a79KWRaQou']
162,Thats What I Like,Bruno Mars,3456,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,43109,tw,['0KKkJNfGyhkQ5aFogxQAPU']
163,Lonely,JONGHYUN,3436,https://open.spotify.com/track/5efB9wfc6dn3pzll9ElIrH,43109,tw,['5efB9wfc6dn3pzll9ElIrH']
164,As If Its Your Last,BLACKPINK,3411,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot,43109,tw,['1Zyd6zQnC6XIIzmg3hP7Ot']
165,修煉愛情,JJ Lin,3358,https://open.spotify.com/track/190kU2WKyIzx9XaBjfWRPk,43109,tw,['190kU2WKyIzx9XaBjfWRPk']
166,1-800-273-8255,Logic,3355,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,43109,tw,['5tz69p7tJuGPeMGwNTxYuV']
167,光,A-Mei Chang,3340,https://open.spotify.com/track/2IRMNpHV3nwRz88cw3cjyb,43109,tw,['2IRMNpHV3nwRz88cw3cjyb']
168,Mama,Jonas Blue,3316,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,43109,tw,['0NiXXAI876aGImAd6rTj8w']
169,穿越,JJ Lin,3307,https://open.spotify.com/track/2nx9pgvvBvRjVVTjvEWhGD,43109,tw,['2nx9pgvvBvRjVVTjvEWhGD']
170,光害,R-chord,3305,https://open.spotify.com/track/2V3whMbI7Bgm5twiBjyR4I,43109,tw,['2V3whMbI7Bgm5twiBjyR4I']
171,Riff Off,The Bellas,3258,https://open.spotify.com/track/51oZrLkVmpbhX9p52gxPdZ,43109,tw,['51oZrLkVmpbhX9p52gxPdZ']
172,Galway Girl,Ed Sheeran,3250,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,43109,tw,['0afhq8XCExXpqazXczTSve']
173,Your Song,Rita Ora,3230,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5,43109,tw,['4c2W3VKsOFoIg2SFaO6DY5']
174,十年,Eason Chan,3128,https://open.spotify.com/track/25pWemriUQVrZ3yIiS2IBf,43109,tw,['25pWemriUQVrZ3yIiS2IBf']
175,泡沫,G.E.M.,3121,https://open.spotify.com/track/2IfSPLPDW6RGosdB5huwAA,43109,tw,['2IfSPLPDW6RGosdB5huwAA']
176,LIKEY,TWICE,3081,https://open.spotify.com/track/4Eb5cLWxKQUoUQaKUYSRgI,43109,tw,['4Eb5cLWxKQUoUQaKUYSRgI']
177,未單身,A-Lin,3076,https://open.spotify.com/track/0jzDEmL1YQSElsZMeWyBFy,43109,tw,['0jzDEmL1YQSElsZMeWyBFy']
178,Just The Way You Are,Bruno Mars,3074,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,43109,tw,['7BqBn9nzAq8spo5e7cZ0dJ']
179,陌生人,Tanya Chua,3072,https://open.spotify.com/track/3hKbA5OnjR4wBxwmpjte8h,43109,tw,['3hKbA5OnjR4wBxwmpjte8h']
180,Hold Me,Eric Nam,3029,https://open.spotify.com/track/6N0uDUUQRQd7lIIFU2aaEQ,43109,tw,['6N0uDUUQRQd7lIIFU2aaEQ']
181,壞蛋特調,J.Sheon,3004,https://open.spotify.com/track/6dJQzvVaBEsUqlfT1a8QYc,43109,tw,['6dJQzvVaBEsUqlfT1a8QYc']
182,Thinking Out Loud,Ed Sheeran,2990,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,43109,tw,['1Slwb6dOYkBlWal1PGtnNg']
183,我想念我自己,Julia Peng,2989,https://open.spotify.com/track/34sJGyPBW2T6s3uA030BMq,43109,tw,['34sJGyPBW2T6s3uA030BMq']
184,遇見,Stefanie Sun,2983,https://open.spotify.com/track/3xJK8ywApYVEYIDhymYMC6,43109,tw,['3xJK8ywApYVEYIDhymYMC6']
185,More Than You Know,Axwell /\ Ingrosso,2971,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44,43109,tw,['71bBFbfn2OBK5QwUJSLS44']
186,The Ocean,Mike Perry,2958,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,43109,tw,['2CPqh63wRVscbceKcPxwvv']
187,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2955,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR,43109,tw,['1NDxZ7cFAo481dtYWdrUnR']
188,What About Us,P!nk,2935,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb,43109,tw,['0Qh38w01QRXK6KHIv0e3hb']
189,帥到分手,NICKTHEREAL,2933,https://open.spotify.com/track/2tG6FZtaX5NPWFA64d8DWz,43109,tw,['2tG6FZtaX5NPWFA64d8DWz']
190,Strip That Down,Liam Payne,2923,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,43109,tw,['6EpRaXYhGOB3fj4V2uDkMJ']
191,大齡女子,Julia Peng,2914,https://open.spotify.com/track/4pkUru7mlNlEP5B5urUbGL,43109,tw,['4pkUru7mlNlEP5B5urUbGL']
192,更好的我們,Grady Guan,2886,https://open.spotify.com/track/4TQchUcn0asUvXerFfTUfk,43109,tw,['4TQchUcn0asUvXerFfTUfk']
193,就這樣,Ronghao Li,2869,https://open.spotify.com/track/0lCmQz8PktuViUeP6CNRRK,43109,tw,['0lCmQz8PktuViUeP6CNRRK']
194,Issues,Julia Michaels,2847,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0,43109,tw,['7vu0JkJh0ldukEYbTVcqd0']
195,所謂的愛,Xiao Yu,2843,https://open.spotify.com/track/5oSEjCvds0BrkQ2dVDHRpF,43109,tw,['5oSEjCvds0BrkQ2dVDHRpF']
196,Sky Walker,Miguel,2837,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf,43109,tw,['5WoaF1B5XIEnWfmb5NZikf']
197,Tired,Alan Walker,2833,https://open.spotify.com/track/3b5Li4QKDVBx1x7fQuu54a,43109,tw,['3b5Li4QKDVBx1x7fQuu54a']
198,Homesick,Dua Lipa,2833,https://open.spotify.com/track/5E5MqaS6eOsbaJibl3YeMZ,43109,tw,['5E5MqaS6eOsbaJibl3YeMZ']
199,Toxic,The Bellas,2825,https://open.spotify.com/track/5I7k1FwAe8jYkXr7pYkwp0,43109,tw,['5I7k1FwAe8jYkXr7pYkwp0']
200,New,Daya,2818,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK,43109,tw,['7y4JznkAv2W3IKw9T1o2VK']
1,I Fall Apart,Post Malone,47790,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,43109,nz,['75ZvA4QfFiZvzhj2xkaWAh']
2,River (feat. Ed Sheeran),Eminem,43227,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,43109,nz,['5UEnHoDYpsxlfzWLZIc7LD']
3,rockstar,Post Malone,40424,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,43109,nz,['7wGoVu4Dady5GV0Sv4UIsx']
4,Candy Paint,Post Malone,37464,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf,43109,nz,['42CeaId2XNlxugDvyqHfDf']
5,Havana,Camila Cabello,36691,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,43109,nz,['0ofbQMrRDsUaVKq2mGLEAb']
6,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,35590,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn,43109,nz,['7iDa6hUg2VgEL1o1HjmfBn']
7,Silence,Marshmello,35506,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,43109,nz,['7vGuf3Y35N4wmASOKLUVVU']
8,Finesse (Remix) [feat. Cardi B],Bruno Mars,35422,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,43109,nz,['3Vo4wInECJQuz9BIBMOu8i']
9,Let You Down,NF,33447,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,43109,nz,['6mrKP2jyIQmM0rw6fQryjr']
10,Don’t Give It Up,Six60,33008,https://open.spotify.com/track/5YOqfElMeshCt5oRk4yAgx,43109,nz,['5YOqfElMeshCt5oRk4yAgx']
11,What Lovers Do (feat. SZA),Maroon 5,31903,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k,43109,nz,['3hBBKuWJfxlIlnd9QFoC8k']
12,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld,30553,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,43109,nz,['5AEtlRudpgdT5FtNiuly6Y']
13,New Rules,Dua Lipa,29737,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,43109,nz,['2ekn2ttSfGqwhhate0LSR0']
14,Wolves,Selena Gomez,29554,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,43109,nz,['7EmGUiUaOSGDnUUQUDrOXC']
15,Him & I (with Halsey),G-Eazy,28208,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,43109,nz,['5k38wzpLb15YgncyWdTZE4']
16,Feel It Still,Portugal. The Man,28148,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,43109,nz,['6QgjcU0zLnzq5OrUoSZ3OK']
17,Young Dumb & Broke,Khalid,27524,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,43109,nz,['5Z3GHaZ6ec9bsiI5BenrbY']
18,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,25264,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,43109,nz,['1bhUWB0zJMIKr9yVPrkEuI']
